trace,len,percentage,Variant_Name,len_trace
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",91,0.09238953866146848,Variant_34,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",90,0.09137426900584794,Variant_35,10
"(NEW,""CHANGE DIAGN"",FIN)",88,0.08934372969460688,Variant_36,3
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",81,0.08223684210526315,Variant_37,10
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",79,0.08020630279402209,Variant_38,8
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",BILLED)",74,0.07512995451591942,Variant_39,6
"(NEW,FIN,RELEASE,""CODE OK"",DELETE)",73,0.07411468486029889,Variant_40,5
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",DELETE)",69,0.07005360623781676,Variant_41,4
"(NEW,FIN,RELEASE,""CODE NOK"",DELETE)",68,0.06903833658219623,Variant_42,5
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",64,0.0649772579597141,Variant_43,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""SET STATUS"")",61,0.061931448992852495,Variant_44,6
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",60,0.060916179337231965,Variant_45,10
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",58,0.0588856400259909,Variant_46,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",55,0.055839831059129305,Variant_47,11
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",54,0.05482456140350877,Variant_48,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",48,0.04873294346978557,Variant_49,14
"(NEW,""CHANGE DIAGN"",FIN,FIN,RELEASE,""CODE OK"",BILLED)",44,0.04467186484730344,Variant_50,7
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",43,0.04365659519168291,Variant_51,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,DELETE)",39,0.03959551656920078,Variant_52,5
"(NEW,FIN,RELEASE,""SET STATUS"")",39,0.03959551656920078,Variant_53,4
"(NEW,FIN,RELEASE,""CODE OK"")",38,0.038580246913580245,Variant_54,4
"(NEW,FIN,REOPEN,DELETE)",37,0.03756497725795971,Variant_55,4
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",37,0.03756497725795971,Variant_56,9
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",BILLED)",36,0.03654970760233918,Variant_57,7
"(NEW,FIN,RELEASE,REOPEN,DELETE)",35,0.03553443794671865,Variant_58,5
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""SET STATUS"")",34,0.034519168291098114,Variant_59,5
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",""CODE OK"")",33,0.03350389863547758,Variant_60,7
"(NEW,""CHANGE DIAGN"",FIN,DELETE)",32,0.03248862897985705,Variant_61,4
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""SET STATUS"")",31,0.03147335932423652,Variant_62,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"")",31,0.03147335932423652,Variant_63,5
"(NEW,""CHANGE DIAGN"",FIN,""SET STATUS"")",28,0.028427550357374917,Variant_64,4
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",28,0.028427550357374917,Variant_65,8
"(NEW,NEW,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT)",28,0.028427550357374917,Variant_66,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",27,0.027412280701754384,Variant_67,12
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"")",27,0.027412280701754384,Variant_68,5
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",26,0.02639701104613385,Variant_69,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",26,0.02639701104613385,Variant_70,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",25,0.02538174139051332,Variant_71,11
"(NEW,NEW)",23,0.023351202079272253,Variant_72,2
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,BILLED)",22,0.02233593242365172,Variant_73,7
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",21,0.021320662768031188,Variant_74,9
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED)",19,0.019290123456790122,Variant_75,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",19,0.019290123456790122,Variant_76,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",19,0.019290123456790122,Variant_77,8
"(NEW,""CHANGE DIAGN"")",18,0.01827485380116959,Variant_78,2
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED)",18,0.01827485380116959,Variant_79,7
"(NEW,FIN,RELEASE,MANUAL,BILLED)",18,0.01827485380116959,Variant_80,5
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",17,0.017259584145549057,Variant_81,6
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",17,0.017259584145549057,Variant_82,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,DELETE)",16,0.016244314489928524,Variant_83,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",16,0.016244314489928524,Variant_84,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,BILLED)",16,0.016244314489928524,Variant_85,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",16,0.016244314489928524,Variant_86,9
"(NEW,FIN,RELEASE,FIN,RELEASE,BILLED)",16,0.016244314489928524,Variant_87,6
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",15,0.015229044834307991,Variant_88,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",DELETE)",15,0.015229044834307991,Variant_89,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",EMPTY)",15,0.015229044834307991,Variant_90,6
"(NEW,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",15,0.015229044834307991,Variant_91,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",15,0.015229044834307991,Variant_92,9
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,DELETE)",15,0.015229044834307991,Variant_93,5
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,DELETE)",15,0.015229044834307991,Variant_94,7
"(NEW,FIN,RELEASE,MANUAL)",14,0.014213775178687459,Variant_95,4
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",13,0.013198505523066926,Variant_96,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",13,0.013198505523066926,Variant_97,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE)",13,0.013198505523066926,Variant_98,4
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",13,0.013198505523066926,Variant_99,12
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,""CODE OK"")",12,0.012183235867446393,Variant_100,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",12,0.012183235867446393,Variant_101,15
"(NEW,NEW,DELETE)",12,0.012183235867446393,Variant_102,3
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",12,0.012183235867446393,Variant_103,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",12,0.012183235867446393,Variant_104,17
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",12,0.012183235867446393,Variant_105,9
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",11,0.01116796621182586,Variant_106,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",11,0.01116796621182586,Variant_107,13
"(NEW,FIN,RELEASE,EMPTY)",11,0.01116796621182586,Variant_108,4
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,""SET STATUS"")",10,0.010152696556205328,Variant_109,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",10,0.010152696556205328,Variant_110,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",10,0.010152696556205328,Variant_111,18
"(NEW,FIN,FIN,RELEASE,""CODE OK"",BILLED)",10,0.010152696556205328,Variant_112,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""SET STATUS"")",10,0.010152696556205328,Variant_113,6
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",10,0.010152696556205328,Variant_114,9
"(NEW,FIN,RELEASE,""CODE NOK"")",10,0.010152696556205328,Variant_115,4
"(NEW,""SET STATUS"")",10,0.010152696556205328,Variant_116,2
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",10,0.010152696556205328,Variant_117,10
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",9,0.009137426900584795,Variant_118,9
"(NEW,NEW,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT)",8,0.008122157244964262,Variant_119,14
